Category	Precision	Recall	F1-score	TP	FP	FN
COLO829_ONT_PAO,0.6,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.20323964556352994	0.8565186955367272	0.3285250030090643	35483	139104	5944
COLO829_ONT_PAO,0.4,ClairS_TO_ss_v0_3_0,snv	0.5606816947786945	0.7727086199821372	0.6498375964271215	32011	25082	9416
COLO829_ONT_PAO,0.4,ClairS_TO_ss_v0_3_0_pileup,snv	0.008179808122774253	0.8371110628334179	0.016201305625561054	34679	4204907	6748
COLO829_ONT_PAO,0.4,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.19064423793279223	0.8215415067468076	0.3094731481986651	34034	144487	7393
COLO829_ONT_PAO,0.2,ClairS_TO_ss_v0_3_0,snv	0.4690729061813102	0.5511864243126463	0.5068252946529642	22834	25845	18593
COLO829_ONT_PAO,0.2,ClairS_TO_ss_v0_3_0_pileup,snv	0.006452856537231708	0.6609940377048784	0.012780941027880218	27383	4216164	14044
COLO829_ONT_PAO,0.2,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.15294157786395843	0.6492384193883216	0.24756425892261316	26896	148962	14531
H1437_ONT,1.0,ClairS_TO_ss_v0_3_0,snv	0.762117201032781	0.6062894880528328	0.6753308812881926	46637	14557	30285
H1437_ONT,1.0,ClairS_TO_ss_v0_3_0_pileup,snv	0.02475258604686679	0.9776656873196224	0.04828274721923503	75204	2963024	1718
H1437_ONT,1.0,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.5869725324479323	0.6320168482358753	0.6086624474951017	48616	34209	28306
H1437_ONT,0.8,ClairS_TO_ss_v0_3_0,snv	0.6974121772779491	0.5998023972335613	0.6449349305972966	46138	20018	30784
H1437_ONT,0.8,ClairS_TO_ss_v0_3_0_pileup,snv	0.022124926247768857	0.967668547359663	0.043260732291127556	74435	3289870	2487
H1437_ONT,0.8,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.5474159558454591	0.6240607368503159	0.5832310739062291	48004	39688	28918
H1437_ONT,0.6,ClairS_TO_ss_v0_3_0,snv	0.6697494386006382	0.5893502509035127	0.6269829195767928	45334	22354	31588
H1437_ONT,0.6,ClairS_TO_ss_v0_3_0_pileup,snv	0.021209124093734457	0.950066300928213	0.041491987863702846	73081	3372653	3841
H1437_ONT,0.6,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.5308162320281	0.6109955539377552	0.568090751406659	46999	41542	29923
H1437_ONT,0.4,ClairS_TO_ss_v0_3_0,snv	0.6495492446386265	0.5488936845115832	0.5949945041007864	42222	22780	34700
H1437_ONT,0.4,ClairS_TO_ss_v0_3_0_pileup,snv	0.020160697812120418	0.9043056602792439	0.03944206944278672	69561	3380766	7361
H1437_ONT,0.4,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.5144635242595367	0.5803281245937443	0.545414559049923	44640	42130	32282
H1437_ONT,0.2,ClairS_TO_ss_v0_3_0,snv	0.5704134728361215	0.3976105665479317	0.46858841283581404	30585	23034	46337
H1437_ONT,0.2,ClairS_TO_ss_v0_3_0_pileup,snv	0.015879953761259787	0.7098879384311381	0.031064994082086198	54606	3384069	22316
H1437_ONT,0.2,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.444103574088803	0.45730740230363226	0.45060878364962753	35177	44032	41745
H2009_ONT,1.0,ClairS_TO_ss_v0_3_0,snv	0.9039469561006181	0.9242739797850339	0.9139974652187689	126925	13487	10399
H2009_ONT,1.0,ClairS_TO_ss_v0_3_0_pileup,snv	0.044705082552906686	0.9883705688736127	0.08554104980278107	135727	2900326	1597
H2009_ONT,1.0,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.8104323343088949	0.9558125309487052	0.8771392866928182	131256	30702	6068
H2009_ONT,0.8,ClairS_TO_ss_v0_3_0,snv	0.8664507134656388	0.9232617750720923	0.8939545640432643	126786	19542	10538
H2009_ONT,0.8,ClairS_TO_ss_v0_3_0_pileup,snv	0.039862275562141766	0.984117852669599	0.07662097329267836	135143	3255105	2181
H2009_ONT,0.8,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.7742243125733038	0.9517855582418222	0.8538717327253366	130703	38115	6621
H2009_ONT,0.6,ClairS_TO_ss_v0_3_0,snv	0.8486842105263158	0.9196571611662928	0.882746424727049	126291	22517	11033
H2009_ONT,0.6,ClairS_TO_ss_v0_3_0_pileup,snv	0.03852614131167513	0.9759328303865311	0.07412606558397113	134019	3344632	3305
H2009_ONT,0.6,ClairS_TO_ss_v0_3_0_pileup_nonsomatic,snv	0.7621975954613598	0.944088433194489	0.8434481928573055	129646	40449	7678
H2009_ONT,0.4,ClairS_TO_ss_v0_3_0,snv	0.8364171837508482	0.870678104337188	0.8532038405411866	119565	23384	17759
